filepath,weather,date,cameraid,time,parkingspaceid,Ground Truth,Prediction
data/PATCHES/SUNNY/2016-01-16/camera9/S_2016-01-16_12.10_C09_618.jpg,SUNNY,2016-01-16,camera9,12.10,618,0,0
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_12.24_C06_278.jpg,RAINY,2016-02-12,camera6,12.24,278,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_14.53_C05_298.jpg,RAINY,2015-12-22,camera5,14.53,298,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_12.53_C05_234.jpg,RAINY,2015-12-22,camera5,12.53,234,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_09.19_C06_236.jpg,OVERCAST,2015-12-03,camera6,09.19,236,0,0
data/PATCHES/SUNNY/2015-12-17/camera1/S_2015-12-17_12.48_C01_267.jpg,SUNNY,2015-12-17,camera1,12.48,267,1,1
data/PATCHES/RAINY/2015-12-22/camera6/R_2015-12-22_11.52_C06_242.jpg,RAINY,2015-12-22,camera6,11.52,242,1,1
data/PATCHES/SUNNY/2016-01-16/camera9/S_2016-01-16_16.40_C09_218.jpg,SUNNY,2016-01-16,camera9,16.40,218,0,0
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_08.41_C01_190.jpg,OVERCAST,2015-12-03,camera1,08.41,190,0,0
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_12.40_C01_266.jpg,RAINY,2016-02-12,camera1,12.40,266,1,1
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_12.51_C04_196.jpg,SUNNY,2015-12-17,camera4,12.51,196,1,1
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_16.51_C06_241.jpg,SUNNY,2015-12-17,camera6,16.51,241,1,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_12.11_C04_263.jpg,RAINY,2016-02-12,camera4,12.11,263,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_14.54_C07_320.jpg,SUNNY,2015-12-17,camera7,14.54,320,1,1
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_12.48_C01_605.jpg,RAINY,2015-12-22,camera1,12.48,605,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_16.23_C05_297.jpg,RAINY,2015-12-22,camera5,16.23,297,1,1
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_14.10_C01_221.jpg,RAINY,2016-02-12,camera1,14.10,221,0,0
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_17.41_C04_298.jpg,RAINY,2016-02-12,camera4,17.41,298,1,1
data/PATCHES/OVERCAST/2015-12-03/camera9/O_2015-12-03_12.47_C09_219.jpg,OVERCAST,2015-12-03,camera9,12.47,219,1,1
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_07.20_C07_276.jpg,OVERCAST,2015-12-03,camera7,07.20,276,0,0
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_07.24_C06_316.jpg,RAINY,2016-02-12,camera6,07.24,316,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_14.24_C07_240.jpg,RAINY,2015-12-22,camera7,14.24,240,1,1
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_12.51_C06_202.jpg,SUNNY,2015-12-17,camera6,12.51,202,1,1
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_15.24_C06_202.jpg,RAINY,2016-02-12,camera6,15.24,202,1,1
data/PATCHES/SUNNY/2016-01-16/camera4/S_2016-01-16_11.07_C04_229.jpg,SUNNY,2016-01-16,camera4,11.07,229,0,0
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_11.45_C08_213.jpg,OVERCAST,2015-12-03,camera8,11.45,213,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_12.19_C06_314.jpg,OVERCAST,2015-12-03,camera6,12.19,314,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_15.23_C05_266.jpg,RAINY,2015-12-22,camera5,15.23,266,1,1
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_10.42_C09_254.jpg,RAINY,2016-02-12,camera9,10.42,254,1,1
data/PATCHES/SUNNY/2016-01-16/camera1/S_2016-01-16_10.35_C01_222.jpg,SUNNY,2016-01-16,camera1,10.35,222,0,0
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_09.54_C07_207.jpg,SUNNY,2015-12-17,camera7,09.54,207,0,0
data/PATCHES/RAINY/2016-02-12/camera2/R_2016-02-12_17.35_C02_185.jpg,RAINY,2016-02-12,camera2,17.35,185,1,1
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_14.22_C08_313.jpg,SUNNY,2016-01-16,camera8,14.22,313,0,0
data/PATCHES/RAINY/2015-12-22/camera4/R_2015-12-22_08.21_C04_266.jpg,RAINY,2015-12-22,camera4,08.21,266,0,0
data/PATCHES/OVERCAST/2015-12-03/camera3/O_2015-12-03_08.46_C03_262.jpg,OVERCAST,2015-12-03,camera3,08.46,262,1,1
data/PATCHES/SUNNY/2016-01-16/camera7/S_2016-01-16_10.13_C07_313.jpg,SUNNY,2016-01-16,camera7,10.13,313,0,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_08.24_C07_311.jpg,RAINY,2015-12-22,camera7,08.24,311,0,0
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_13.18_C01_222.jpg,RAINY,2015-12-22,camera1,13.18,222,0,0
data/PATCHES/SUNNY/2016-01-16/camera1/S_2016-01-16_15.05_C01_196.jpg,SUNNY,2016-01-16,camera1,15.05,196,0,0
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_11.19_C06_610.jpg,OVERCAST,2015-12-03,camera6,11.19,610,1,1
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_14.25_C07_208.jpg,RAINY,2016-02-12,camera7,14.25,208,1,1
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_07.12_C09_255.jpg,RAINY,2016-02-12,camera9,07.12,255,0,0
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_13.12_C05_275.jpg,SUNNY,2016-01-16,camera5,13.12,275,0,0
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_11.30_C05_305.jpg,RAINY,2016-02-12,camera5,11.30,305,1,1
data/PATCHES/RAINY/2015-12-22/camera2/R_2015-12-22_12.47_C02_185.jpg,RAINY,2015-12-22,camera2,12.47,185,0,0
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_12.54_C08_315.jpg,RAINY,2015-12-22,camera8,12.54,315,1,1
data/PATCHES/SUNNY/2015-12-17/camera5/S_2015-12-17_10.56_C05_299.jpg,SUNNY,2015-12-17,camera5,10.56,299,1,1
data/PATCHES/SUNNY/2016-01-16/camera3/S_2016-01-16_16.35_C03_262.jpg,SUNNY,2016-01-16,camera3,16.35,262,0,0
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_07.51_C04_227.jpg,SUNNY,2015-12-17,camera4,07.51,227,0,0
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_15.20_C07_278.jpg,OVERCAST,2015-12-03,camera7,15.20,278,1,1
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_14.18_C01_188.jpg,RAINY,2015-12-22,camera1,14.18,188,0,0
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_13.51_C04_301.jpg,SUNNY,2015-12-17,camera4,13.51,301,1,1
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_15.20_C07_318.jpg,OVERCAST,2015-12-03,camera7,15.20,318,1,1
data/PATCHES/RAINY/2015-12-22/camera9/R_2015-12-22_14.24_C09_219.jpg,RAINY,2015-12-22,camera9,14.24,219,1,1
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_12.06_C08_251.jpg,RAINY,2016-02-12,camera8,12.06,251,1,1
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_17.42_C09_331.jpg,RAINY,2016-02-12,camera9,17.42,331,1,1
data/PATCHES/SUNNY/2016-01-16/camera2/S_2016-01-16_14.04_C02_185.jpg,SUNNY,2016-01-16,camera2,14.04,185,0,0
data/PATCHES/RAINY/2015-12-22/camera3/R_2015-12-22_16.18_C03_297.jpg,RAINY,2015-12-22,camera3,16.18,297,1,1
data/PATCHES/SUNNY/2015-12-17/camera9/S_2015-12-17_09.24_C09_259.jpg,SUNNY,2015-12-17,camera9,09.24,259,1,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_12.11_C04_228.jpg,RAINY,2016-02-12,camera4,12.11,228,1,1
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_08.51_C06_234.jpg,SUNNY,2015-12-17,camera6,08.51,234,0,0
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_11.24_C07_280.jpg,SUNNY,2015-12-17,camera7,11.24,280,1,1
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_16.24_C08_613.jpg,OVERCAST,2015-12-03,camera8,16.24,613,0,0
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_12.41_C01_266.jpg,OVERCAST,2015-12-03,camera1,12.41,266,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_14.54_C07_315.jpg,RAINY,2015-12-22,camera7,14.54,315,1,1
data/PATCHES/SUNNY/2015-12-17/camera5/S_2015-12-17_16.26_C05_312.jpg,SUNNY,2015-12-17,camera5,16.26,312,1,1
data/PATCHES/SUNNY/2016-01-16/camera7/S_2016-01-16_12.43_C07_209.jpg,SUNNY,2016-01-16,camera7,12.43,209,0,0
data/PATCHES/SUNNY/2016-01-16/camera1/S_2016-01-16_11.05_C01_604.jpg,SUNNY,2016-01-16,camera1,11.05,604,0,0
data/PATCHES/RAINY/2015-12-22/camera6/R_2015-12-22_16.52_C06_313.jpg,RAINY,2015-12-22,camera6,16.52,313,0,0
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_13.49_C08_291.jpg,OVERCAST,2015-12-03,camera8,13.49,291,0,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_14.19_C06_277.jpg,OVERCAST,2015-12-03,camera6,14.19,277,1,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_12.11_C04_303.jpg,RAINY,2016-02-12,camera4,12.11,303,1,1
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_13.25_C07_317.jpg,RAINY,2016-02-12,camera7,13.25,317,1,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_17.11_C04_195.jpg,RAINY,2016-02-12,camera4,17.11,195,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_12.54_C07_211.jpg,SUNNY,2015-12-17,camera7,12.54,211,1,1
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_09.18_C01_228.jpg,RAINY,2015-12-22,camera1,09.18,228,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_13.24_C07_318.jpg,SUNNY,2015-12-17,camera7,13.24,318,1,1
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_12.44_C08_253.jpg,SUNNY,2015-12-17,camera8,12.44,253,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_09.53_C05_297.jpg,RAINY,2015-12-22,camera5,09.53,297,1,1
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_16.51_C04_302.jpg,SUNNY,2015-12-17,camera4,16.51,302,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_10.54_C07_242.jpg,SUNNY,2015-12-17,camera7,10.54,242,1,1
data/PATCHES/SUNNY/2015-12-17/camera3/S_2015-12-17_07.48_C03_192.jpg,SUNNY,2015-12-17,camera3,07.48,192,0,0
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_15.42_C05_271.jpg,SUNNY,2016-01-16,camera5,15.42,271,0,0
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_14.40_C01_189.jpg,RAINY,2016-02-12,camera1,14.40,189,1,1
data/PATCHES/OVERCAST/2015-12-03/camera3/O_2015-12-03_10.16_C03_191.jpg,OVERCAST,2015-12-03,camera3,10.16,191,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_07.49_C06_269.jpg,OVERCAST,2015-12-03,camera6,07.49,269,0,0
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_10.09_C06_306.jpg,SUNNY,2016-01-16,camera6,10.09,306,0,0
data/PATCHES/RAINY/2015-12-22/camera4/R_2015-12-22_08.51_C04_266.jpg,RAINY,2015-12-22,camera4,08.51,266,0,0
data/PATCHES/RAINY/2015-12-22/camera3/R_2015-12-22_10.18_C03_300.jpg,RAINY,2015-12-22,camera3,10.18,300,1,1
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_09.55_C07_320.jpg,RAINY,2016-02-12,camera7,09.55,320,0,0
data/PATCHES/SUNNY/2015-12-17/camera9/S_2015-12-17_15.54_C09_257.jpg,SUNNY,2015-12-17,camera9,15.54,257,1,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_13.41_C04_303.jpg,RAINY,2016-02-12,camera4,13.41,303,0,0
data/PATCHES/RAINY/2016-02-12/camera3/R_2016-02-12_14.06_C03_299.jpg,RAINY,2016-02-12,camera3,14.06,299,1,1
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_07.42_C09_219.jpg,RAINY,2016-02-12,camera9,07.42,219,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_14.19_C06_204.jpg,OVERCAST,2015-12-03,camera6,14.19,204,1,1
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_16.41_C08_614.jpg,RAINY,2016-02-12,camera8,16.41,614,0,0
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_09.50_C07_242.jpg,OVERCAST,2015-12-03,camera7,09.50,242,1,1
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_14.53_C08_292.jpg,SUNNY,2016-01-16,camera8,14.53,292,0,0
data/PATCHES/OVERCAST/2015-12-03/camera4/O_2015-12-03_12.17_C04_267.jpg,OVERCAST,2015-12-03,camera4,12.17,267,1,1
data/PATCHES/SUNNY/2016-01-16/camera3/S_2016-01-16_08.35_C03_298.jpg,SUNNY,2016-01-16,camera3,08.35,298,0,0
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_09.12_C09_292.jpg,RAINY,2016-02-12,camera9,09.12,292,1,1
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_16.50_C07_320.jpg,OVERCAST,2015-12-03,camera7,16.50,320,0,0
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_13.14_C08_327.jpg,SUNNY,2015-12-17,camera8,13.14,327,1,1
data/PATCHES/RAINY/2016-02-12/camera3/R_2016-02-12_12.06_C03_193.jpg,RAINY,2016-02-12,camera3,12.06,193,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_15.49_C06_232.jpg,OVERCAST,2015-12-03,camera6,15.49,232,1,1
data/PATCHES/OVERCAST/2015-12-03/camera4/O_2015-12-03_09.17_C04_269.jpg,OVERCAST,2015-12-03,camera4,09.17,269,0,0
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_13.10_C01_190.jpg,RAINY,2016-02-12,camera1,13.10,190,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_15.54_C07_316.jpg,SUNNY,2015-12-17,camera7,15.54,316,1,1
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_08.12_C05_609.jpg,SUNNY,2016-01-16,camera5,08.12,609,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_13.24_C07_313.jpg,RAINY,2015-12-22,camera7,13.24,313,1,1
data/PATCHES/RAINY/2015-12-22/camera6/R_2015-12-22_14.52_C06_307.jpg,RAINY,2015-12-22,camera6,14.52,307,0,0
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_14.10_C01_191.jpg,RAINY,2016-02-12,camera1,14.10,191,1,1
data/PATCHES/SUNNY/2016-01-16/camera7/S_2016-01-16_15.13_C07_211.jpg,SUNNY,2016-01-16,camera7,15.13,211,0,0
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_09.51_C06_233.jpg,SUNNY,2015-12-17,camera6,09.51,233,1,1
data/PATCHES/RAINY/2015-12-22/camera9/R_2015-12-22_08.24_C09_330.jpg,RAINY,2015-12-22,camera9,08.24,330,0,0
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_09.32_C08_330.jpg,RAINY,2016-02-12,camera8,09.32,330,1,1
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_15.12_C05_237.jpg,SUNNY,2016-01-16,camera5,15.12,237,0,0
data/PATCHES/OVERCAST/2015-12-03/camera4/O_2015-12-03_13.47_C04_607.jpg,OVERCAST,2015-12-03,camera4,13.47,607,1,1
data/PATCHES/SUNNY/2015-12-17/camera3/S_2015-12-17_08.18_C03_191.jpg,SUNNY,2015-12-17,camera3,08.18,191,0,0
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_10.21_C06_275.jpg,SUNNY,2015-12-17,camera6,10.21,275,1,1
data/PATCHES/OVERCAST/2015-12-03/camera4/O_2015-12-03_16.47_C04_305.jpg,OVERCAST,2015-12-03,camera4,16.47,305,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_12.49_C06_310.jpg,OVERCAST,2015-12-03,camera6,12.49,310,1,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_10.11_C01_230.jpg,OVERCAST,2015-12-03,camera1,10.11,230,1,1
data/PATCHES/OVERCAST/2015-12-03/camera5/O_2015-12-03_12.48_C05_275.jpg,OVERCAST,2015-12-03,camera5,12.48,275,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_11.24_C07_318.jpg,SUNNY,2015-12-17,camera7,11.24,318,1,1
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_17.12_C05_236.jpg,SUNNY,2016-01-16,camera5,17.12,236,0,0
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_14.56_C08_253.jpg,RAINY,2015-12-22,camera8,14.56,253,1,1
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_12.39_C06_313.jpg,SUNNY,2016-01-16,camera6,12.39,313,0,0
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_13.54_C06_313.jpg,RAINY,2016-02-12,camera6,13.54,313,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_07.54_C07_319.jpg,SUNNY,2015-12-17,camera7,07.54,319,1,1
data/PATCHES/SUNNY/2016-01-16/camera3/S_2016-01-16_14.05_C03_221.jpg,SUNNY,2016-01-16,camera3,14.05,221,1,1
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_12.51_C04_268.jpg,SUNNY,2015-12-17,camera4,12.51,268,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_16.01_C05_265.jpg,RAINY,2016-02-12,camera5,16.01,265,1,1
data/PATCHES/RAINY/2015-12-22/camera6/R_2015-12-22_15.52_C06_233.jpg,RAINY,2015-12-22,camera6,15.52,233,0,0
data/PATCHES/RAINY/2015-12-22/camera9/R_2015-12-22_14.54_C09_330.jpg,RAINY,2015-12-22,camera9,14.54,330,0,0
data/PATCHES/RAINY/2015-12-22/camera4/R_2015-12-22_08.21_C04_196.jpg,RAINY,2015-12-22,camera4,08.21,196,0,0
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_16.54_C06_237.jpg,RAINY,2016-02-12,camera6,16.54,237,0,0
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_08.51_C06_273.jpg,SUNNY,2015-12-17,camera6,08.51,273,0,0
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_07.41_C04_192.jpg,RAINY,2016-02-12,camera4,07.41,192,0,0
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_09.32_C08_315.jpg,RAINY,2016-02-12,camera8,09.32,315,0,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_07.41_C01_607.jpg,OVERCAST,2015-12-03,camera1,07.41,607,0,0
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_15.24_C07_316.jpg,RAINY,2015-12-22,camera7,15.24,316,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_11.53_C05_273.jpg,RAINY,2015-12-22,camera5,11.53,273,1,1
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_16.12_C09_295.jpg,RAINY,2016-02-12,camera9,16.12,295,0,0
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_14.39_C08_314.jpg,RAINY,2016-02-12,camera8,14.39,314,1,1
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_15.23_C08_320.jpg,SUNNY,2016-01-16,camera8,15.23,320,0,0
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_07.54_C07_279.jpg,RAINY,2016-02-12,camera7,07.54,279,0,0
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_16.51_C04_265.jpg,SUNNY,2015-12-17,camera4,16.51,265,1,1
data/PATCHES/SUNNY/2015-12-17/camera9/S_2015-12-17_15.54_C09_326.jpg,SUNNY,2015-12-17,camera9,15.54,326,1,1
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_10.20_C07_322.jpg,OVERCAST,2015-12-03,camera7,10.20,322,0,0
data/PATCHES/OVERCAST/2015-12-03/camera3/O_2015-12-03_07.46_C03_222.jpg,OVERCAST,2015-12-03,camera3,07.46,222,0,0
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_10.21_C04_227.jpg,SUNNY,2015-12-17,camera4,10.21,227,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_07.53_C05_268.jpg,RAINY,2015-12-22,camera5,07.53,268,0,0
data/PATCHES/SUNNY/2015-12-17/camera1/S_2015-12-17_11.48_C01_262.jpg,SUNNY,2015-12-17,camera1,11.48,262,1,1
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_15.40_C01_226.jpg,RAINY,2016-02-12,camera1,15.40,226,1,1
data/PATCHES/SUNNY/2016-01-16/camera1/S_2016-01-16_09.05_C01_264.jpg,SUNNY,2016-01-16,camera1,09.05,264,0,0
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_08.40_C08_291.jpg,SUNNY,2015-12-17,camera8,08.40,291,0,0
data/PATCHES/SUNNY/2016-01-16/camera1/S_2016-01-16_14.05_C01_222.jpg,SUNNY,2016-01-16,camera1,14.05,222,0,0
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_14.26_C08_212.jpg,RAINY,2015-12-22,camera8,14.26,212,1,1
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_09.42_C08_217.jpg,OVERCAST,2015-12-03,camera8,09.42,217,1,1
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_08.40_C08_248.jpg,SUNNY,2015-12-17,camera8,08.40,248,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_07.54_C07_240.jpg,RAINY,2015-12-22,camera7,07.54,240,0,0
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_08.49_C06_202.jpg,OVERCAST,2015-12-03,camera6,08.49,202,1,1
data/PATCHES/RAINY/2015-12-22/camera3/R_2015-12-22_14.18_C03_298.jpg,RAINY,2015-12-22,camera3,14.18,298,1,1
data/PATCHES/OVERCAST/2015-12-03/camera3/O_2015-12-03_12.16_C03_262.jpg,OVERCAST,2015-12-03,camera3,12.16,262,1,1
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_12.55_C07_322.jpg,RAINY,2016-02-12,camera7,12.55,322,1,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_10.41_C01_190.jpg,OVERCAST,2015-12-03,camera1,10.41,190,1,1
data/PATCHES/SUNNY/2015-12-17/camera5/S_2015-12-17_10.56_C05_266.jpg,SUNNY,2015-12-17,camera5,10.56,266,1,1
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_10.10_C01_193.jpg,RAINY,2016-02-12,camera1,10.10,193,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_08.00_C05_228.jpg,RAINY,2016-02-12,camera5,08.00,228,0,0
data/PATCHES/RAINY/2015-12-22/camera6/R_2015-12-22_12.22_C06_205.jpg,RAINY,2015-12-22,camera6,12.22,205,1,1
data/PATCHES/OVERCAST/2015-12-03/camera5/O_2015-12-03_09.48_C05_609.jpg,OVERCAST,2015-12-03,camera5,09.48,609,1,1
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_13.07_C08_286.jpg,RAINY,2016-02-12,camera8,13.07,286,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_16.24_C07_245.jpg,RAINY,2015-12-22,camera7,16.24,245,0,0
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_16.23_C08_313.jpg,SUNNY,2016-01-16,camera8,16.23,313,0,0
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_10.50_C07_209.jpg,OVERCAST,2015-12-03,camera7,10.50,209,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_13.30_C05_229.jpg,RAINY,2016-02-12,camera5,13.30,229,1,1
data/PATCHES/OVERCAST/2015-12-03/camera3/O_2015-12-03_16.46_C03_221.jpg,OVERCAST,2015-12-03,camera3,16.46,221,1,1
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_10.18_C01_188.jpg,RAINY,2015-12-22,camera1,10.18,188,1,1
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_14.42_C05_297.jpg,SUNNY,2016-01-16,camera5,14.42,297,0,0
data/PATCHES/RAINY/2015-12-22/camera9/R_2015-12-22_09.54_C09_292.jpg,RAINY,2015-12-22,camera9,09.54,292,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_11.49_C06_275.jpg,OVERCAST,2015-12-03,camera6,11.49,275,1,1
data/PATCHES/RAINY/2015-12-22/camera4/R_2015-12-22_10.51_C04_304.jpg,RAINY,2015-12-22,camera4,10.51,304,1,1
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_10.12_C08_292.jpg,OVERCAST,2015-12-03,camera8,10.12,292,1,1
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_11.54_C06_308.jpg,RAINY,2016-02-12,camera6,11.54,308,1,1
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_14.21_C04_264.jpg,SUNNY,2015-12-17,camera4,14.21,264,1,1
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_15.50_C07_318.jpg,OVERCAST,2015-12-03,camera7,15.50,318,1,1
data/PATCHES/OVERCAST/2015-12-03/camera9/O_2015-12-03_07.17_C09_618.jpg,OVERCAST,2015-12-03,camera9,07.17,618,1,1
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_07.30_C08_255.jpg,RAINY,2016-02-12,camera8,07.30,255,0,0
